sector,year,total_emissions,co2,ch4,n2o,facility_count
Chemicals,2010,104113078.23,92548396.7,141861.75,11422819.78,340
Chemicals,2011,83932261.788,77467904.5,116024.25,6348333.038,337
Chemicals,2012,80346091.378,74667680.5,133834.5,5544576.378,341
Chemicals,2013,85406928.938,80956141.8,139932.25,4310854.888,347
Chemicals,2014,89867912.8,84106473.4,231960.0,5529479.4,340
Chemicals,2015,93302875.296,87762588.5,173522.25,5366764.546,341
Chemicals,2016,99004543.606,93294312.27,145340.0,5564891.336,330
Chemicals,2017,100882661.586,95738099.2,219447.25,4925115.136,332
Chemicals,2018,105027635.428,99751058.4,223685.75,5052891.278,334
Chemicals,2019,107237904.7192,101354866.6,182967.0,5700070.394,331
Chemicals,2020,105035693.476,99174506.3,210448.0,5650739.176,331
Chemicals,2021,109510395.062,103730207.4,244161.5,5536026.1620000005,340
Chemicals,2022,112158443.94600001,106339798.2,255417.25,5563228.496,341
Chemicals,2023,113059022.734,107442104.1,227549.0,5389369.634000001,341
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2012,2858253.856,2858173.3,36.75,43.806,1
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2013,2123868.34,2123766.0,41.25,61.09,1
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2014,1246360.4,1246360.4,0.0,0.0,1
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2015,2882904.742,2882744.3,47.5,112.942,1
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2016,3326537.68,3326353.8,54.25,129.63,1
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2017,3234852.898,3234418.9,128.25,305.748,1
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2018,4082335.7,4082335.7,0.0,0.0,1
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2019,3137752.8,3137752.8,0.0,0.0,1
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2020,3230507.3,3230507.3,0.0,0.0,1
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2021,3523412.1,3523412.1,0.0,0.0,1
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2022,3339679.4,3339679.4,0.0,0.0,1
"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",2023,2873469.1,2873469.1,0.0,0.0,1
"Chemicals,Industrial Gas Suppliers",2010,8792988.036,754914.2000000001,1118.25,2204.306,12
"Chemicals,Industrial Gas Suppliers",2011,10512944.435790349,787329.5,1156.5,1947.43,14
"Chemicals,Industrial Gas Suppliers",2012,10227925.1442306,763931.6,1056.75,1816.906,15
"Chemicals,Industrial Gas Suppliers",2013,8254464.1130842,777567.2000000001,1110.0,1845.216,15
"Chemicals,Industrial Gas Suppliers",2014,5925248.6999111995,797341.2000000001,1122.5,1824.952,14
"Chemicals,Industrial Gas Suppliers",2015,5374365.10467,743326.6,1134.75,1862.5,13
"Chemicals,Industrial Gas Suppliers",2016,4727925.108569,719868.3,978.0,1581.486,13
"Chemicals,Industrial Gas Suppliers",2017,4656640.592060001,720631.7,939.75,1511.456,13
"Chemicals,Industrial Gas Suppliers",2018,4843267.490113,723569.2000000001,931.0,1494.768,14
"Chemicals,Industrial Gas Suppliers",2019,5544893.700477,727716.6,894.25,1427.7179999999998,15
"Chemicals,Industrial Gas Suppliers",2020,4352521.634039,668109.2,834.75,1335.338,15
"Chemicals,Industrial Gas Suppliers",2021,3882855.920342,438382.0,280.0,386.208,15
"Chemicals,Industrial Gas Suppliers",2022,4220367.621486,618532.3,294.0,357.004,14
"Chemicals,Industrial Gas Suppliers",2023,3028964.283099,590581.8,280.0,338.826,15
"Chemicals,Industrial Gas Suppliers,Minerals",2011,73653.198,51356.1,47.75,67.348,1
"Chemicals,Industrial Gas Suppliers,Minerals",2012,56198.97,35395.4,35.75,50.66,1
"Chemicals,Industrial Gas Suppliers,Minerals",2013,64664.1074,35131.5,20.75,44.7,1
"Chemicals,Industrial Gas Suppliers,Minerals",2014,66306.62896,35173.0,23.5,61.984,1
"Chemicals,Industrial Gas Suppliers,Minerals",2015,45416.31069,30613.9,18.25,41.124,1
"Chemicals,Industrial Gas Suppliers,Minerals",2016,37813.8354,30443.8,18.0,39.336,1
"Chemicals,Industrial Gas Suppliers,Minerals",2017,31524.9101,28925.7,18.75,47.382,1
"Chemicals,Industrial Gas Suppliers,Minerals",2018,62458.546132,31053.7,20.0,49.468,1
"Chemicals,Industrial Gas Suppliers,Minerals",2019,55977.455283,28598.2,18.0,44.998,1
"Chemicals,Industrial Gas Suppliers,Minerals",2020,48361.760885,32804.8,20.0,44.402,1
"Chemicals,Industrial Gas Suppliers,Minerals",2021,63760.311227,48316.1,27.75,54.534,1
"Chemicals,Industrial Gas Suppliers,Minerals",2022,24091.662,23309.9,10.5,13.112,1
"Chemicals,Industrial Gas Suppliers,Minerals",2023,20824.978,18687.4,8.75,10.728,1
"Chemicals,Industrial Gas Suppliers,Waste",2011,6837236.976620001,53596.399999999994,19557.25,35.164,2
"Chemicals,Industrial Gas Suppliers,Waste",2012,4220603.6545,42229.5,18414.5,29.204,2
"Chemicals,Industrial Gas Suppliers,Waste",2013,5140006.8263799995,47478.0,17345.5,31.886000000000003,2
"Chemicals,Industrial Gas Suppliers,Waste",2014,5823878.87076,45591.5,16579.5,29.502,2
"Chemicals,Industrial Gas Suppliers,Waste",2015,655440.682,9370.7,13298.5,8.642,1
"Chemicals,Industrial Gas Suppliers,Waste",2016,50211.762,1836.1,12796.75,4.172,1
"Chemicals,Industrial Gas Suppliers,Waste",2017,92554.834,1308.8,11801.0,3.278,1
"Chemicals,Industrial Gas Suppliers,Waste",2018,54258.654,1490.7,11645.75,3.576,1
"Chemicals,Industrial Gas Suppliers,Waste",2019,46742.132,1005.5,12877.25,2.384,1
"Chemicals,Industrial Gas Suppliers,Waste",2020,33849.514,978.2,14546.5,2.384,1
"Chemicals,Industrial Gas Suppliers,Waste",2021,50562.258,750.5,13699.0,1.788,1
"Chemicals,Industrial Gas Suppliers,Waste",2022,50736.35,633.1,12901.5,1.49,1
"Chemicals,Industrial Gas Suppliers,Waste",2023,53437.792,524.0,12149.75,1.192,1
"Chemicals,Natural Gas and Natural Gas Liquids Suppliers",2010,47092.872,47044.1,22.25,26.522,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2012,4768345.722,4732194.6,26193.75,9957.372,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2013,4199729.614,4167553.3,23335.25,8841.064,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2014,4593399.588,4564009.1,19398.25,9992.238,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2015,4829511.088,4797824.4,21240.0,10446.688,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2016,4808428.038,4779379.8,18981.5,10066.738,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2017,4722108.682,4693682.2,17666.0,10760.482,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2018,4812576.458,4781504.5,20591.0,10480.958,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2019,4984461.77,4951941.8,21750.25,10769.72,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2020,5106325.56,5083903.9,11568.5,10853.16,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2021,5080309.618,5057759.8,11750.0,10799.818,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2022,4816773.628,4793413.4,12919.5,10440.728,1
"Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",2023,5220291.312,5182527.6,26739.5,11024.212,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2011,5875022.57,5771167.9,101458.75,2395.92,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2012,5465157.96,5354735.4,108047.5,2375.06,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2013,5180089.832,5065231.6,112367.25,2490.982,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2014,5365638.564,5247251.6,115863.5,2523.464,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2015,3518549.868,3402677.9,114332.5,1539.468,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2016,3545479.46,3427350.3,115731.75,2397.41,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2017,3891696.372,3770026.9,119177.0,2492.472,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2018,4499375.848,4374642.6,121596.5,3136.748,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2019,4264561.496,4125439.3,136454.5,2667.696,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2020,4787778.618,4653204.0,132089.0,2485.618,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2021,5040393.864,4893587.2,144052.25,2754.414,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2022,4508992.886,4382004.2,124133.25,2855.436,1
"Chemicals,Other,Petroleum and Natural Gas Systems,Waste",2023,5215286.612,5091056.9,121251.5,2978.212,1
"Chemicals,Other,Power Plants",2022,1404707.406,1378734.0,23523.25,2450.156,1
"Chemicals,Other,Power Plants",2023,1579719.28,1542993.7,33422.25,3303.33,1
"Chemicals,Other,Refineries,Suppliers of CO2",2023,6118906.276,6092586.6,16944.0,9375.676,1
"Chemicals,Petroleum Product Suppliers",2010,3967249.942,3951619.5,7136.25,8494.192,1
"Chemicals,Petroleum Product Suppliers",2011,3802343.056,3787051.0,7202.25,8089.806,1
"Chemicals,Petroleum Product Suppliers",2012,5335837.054,5309620.1,11436.75,14780.204000000002,3
"Chemicals,Petroleum Product Suppliers",2013,2285350.05,2274884.0,3470.5,6995.549999999999,2
"Chemicals,Petroleum Product Suppliers",2014,2373954.0,2364072.6,3347.75,6533.65,2
"Chemicals,Petroleum Product Suppliers",2015,2553304.982,2542953.6,3226.5,7124.882,2
"Chemicals,Petroleum Product Suppliers",2016,2556675.408,2545709.4,3696.0,7270.008000000001,2
"Chemicals,Petroleum Product Suppliers",2017,2364631.808,2351141.5,6600.25,6890.058,2
"Chemicals,Petroleum Product Suppliers",2018,2332973.7939999998,2322106.9,4421.75,6445.144,2
"Chemicals,Petroleum Product Suppliers",2019,2367374.276,2355388.6,4919.5,7066.1759999999995,2
"Chemicals,Petroleum Product Suppliers",2020,2352342.76,2341682.3000000003,3688.75,6971.71,2
"Chemicals,Petroleum Product Suppliers",2021,2414697.7739999997,2404278.0,3733.25,6686.524,2
"Chemicals,Petroleum Product Suppliers",2022,2314021.754,2302257.6,5246.0,6518.154,3
"Chemicals,Petroleum Product Suppliers",2023,2504199.884,2492890.7,4348.5,6960.684,3
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2010,10466782.684,10404003.3,41060.25,21719.134,2
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2011,10995846.822,10935574.2,38320.75,21951.872000000003,2
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2012,5933102.416,5903449.7,17824.5,11828.216,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2013,6414722.228,6386159.1,13786.5,14776.628,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2014,5332974.708,5309159.2,13677.25,10138.258,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2015,5686561.638,5660497.7,14909.5,11154.438,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2016,5940916.044,5913437.8,15460.5,12017.744,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2017,5787700.12,5756463.7,19528.0,11708.42,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2018,5580514.16,5550322.0,18929.25,11262.91,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2019,5917240.992,5869635.6,35900.25,11705.142,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2020,5969593.13,5937475.7,20298.75,11818.68,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2021,6137588.974,6108591.1,16850.5,12147.374,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2022,5704791.392,5677143.7,16248.0,11399.692,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",2023,5979836.674,5948714.2,19772.25,11350.224,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2012,4026475.482,4011464.0,5219.5,9791.982,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2013,3703573.302,3691127.2,4907.0,7539.102,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2014,3904282.612,3893009.9,4159.75,7112.962,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2015,4184267.178,4170964.4,4732.0,8570.778,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2016,4182946.522,4167326.8,5938.0,9681.722,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2017,3574815.76,3563965.2,4005.5,6845.06,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2018,4022353.834,4009586.0,4749.25,8018.584,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2019,3651715.336,3640271.0,4513.75,6930.586,1
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",2020,3508262.75,3498314.7,3883.75,6064.3,1
"Chemicals,Petroleum Product Suppliers,Refineries",2010,49952637.12470801,49613721.87470801,213196.5,125718.75,23
"Chemicals,Petroleum Product Suppliers,Refineries",2011,45820558.266,45482737.765999995,222122.0,115698.5,26
"Chemicals,Petroleum Product Suppliers,Refineries",2012,51401647.167,50993153.463,268486.45,140007.25400000002,37
"Chemicals,Petroleum Product Suppliers,Refineries",2013,58400639.186000004,57961317.459,277277.075,162044.652,37
"Chemicals,Petroleum Product Suppliers,Refineries",2014,56085919.864,55656243.199,277620.675,152055.99,37
"Chemicals,Petroleum Product Suppliers,Refineries",2015,60269348.866,59788108.3,308544.5,172696.066,39
"Chemicals,Petroleum Product Suppliers,Refineries",2016,63007576.48,62497668.300000004,325845.5,184062.68,40
"Chemicals,Petroleum Product Suppliers,Refineries",2017,62304301.404,61762257.8,362938.75,179104.854,40
"Chemicals,Petroleum Product Suppliers,Refineries",2018,63996999.398,63486740.3,328039.25,182219.848,40
"Chemicals,Petroleum Product Suppliers,Refineries",2019,63192009.562,62613209.4,390793.75,188006.412,40
"Chemicals,Petroleum Product Suppliers,Refineries",2020,61177036.874000005,60708232.0,306167.5,162637.374,41
"Chemicals,Petroleum Product Suppliers,Refineries",2021,58687456.02,58249634.4,281836.5,155985.12,38
"Chemicals,Petroleum Product Suppliers,Refineries",2022,55896846.942,55511575.7,236314.75,148956.492,37
"Chemicals,Petroleum Product Suppliers,Refineries",2023,55374700.344000004,55001311.7,228224.5,145164.144,37
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2010,16506487.367,16430905.186999999,45555.7,30026.479999999996,6
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2011,18970509.514,18892775.541,48917.075,28816.898,7
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2012,19272750.583,19175426.323,59584.05,37740.21,7
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2013,14928782.115,14850692.684999999,48122.55,29966.88,6
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2014,14019305.457,13951219.375,35035.2,33050.882,6
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2015,8679781.174,8635321.6,27499.5,16960.074,5
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2016,9855033.469999999,9806375.6,29492.0,19165.870000000003,5
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2017,9610582.058,9565805.899999999,26986.75,17789.408,5
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2018,10216140.724,10168363.1,28888.0,18889.624,5
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2019,9561838.69,9514318.3,29922.0,17598.39,5
