sector,Chemicals,"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2","Chemicals,Industrial Gas Suppliers","Chemicals,Industrial Gas Suppliers,Minerals","Chemicals,Industrial Gas Suppliers,Waste","Chemicals,Natural Gas and Natural Gas Liquids Suppliers","Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries","Chemicals,Other,Petroleum and Natural Gas Systems,Waste","Chemicals,Other,Power Plants","Chemicals,Other,Refineries,Suppliers of CO2","Chemicals,Petroleum Product Suppliers","Chemicals,Petroleum Product Suppliers,Power Plants,Refineries","Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2","Chemicals,Petroleum Product Suppliers,Refineries","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2,Waste","Chemicals,Petroleum Product Suppliers,Refineries,Waste","Chemicals,Petroleum and Natural Gas Systems,Refineries","Chemicals,Power Plants","Chemicals,Power Plants,Refineries,Suppliers of CO2","Chemicals,Power Plants,Suppliers of CO2","Chemicals,Power Plants,Waste","Chemicals,Refineries","Chemicals,Refineries,Suppliers of CO2","Chemicals,Refineries,Waste","Chemicals,Suppliers of CO2","Chemicals,Waste","Import and Export of Equipment Containing Fluorintaed GHGs,Industrial Gas Suppliers,Other","Import and Export of Equipment Containing Fluorintaed GHGs,Other","Industrial Gas Suppliers,Minerals","Industrial Gas Suppliers,Other","Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2","Injection of CO2,Other,Suppliers of CO2","Injection of CO2,Other,Suppliers of CO2,Waste","Injection of CO2,Petroleum and Natural Gas Systems","Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2","Injection of CO2,Power Plants,Suppliers of CO2",Metals,"Metals,Minerals","Metals,Power Plants","Metals,Waste",Minerals,"Minerals,Waste","Natural Gas and Natural Gas Liquids Suppliers,Other","Natural Gas and Natural Gas Liquids Suppliers,Petroleum Product Suppliers,Petroleum and Natural Gas Systems","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2","Natural Gas and Natural Gas Liquids Suppliers,Power Plants",Other,"Other,Petroleum Product Suppliers,Power Plants,Refineries","Other,Petroleum and Natural Gas Systems","Other,Power Plants","Other,Suppliers of CO2","Other,Suppliers of CO2,Waste","Other,Waste","Petroleum Product Suppliers,Petroleum and Natural Gas Systems","Petroleum Product Suppliers,Power Plants,Refineries","Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2","Petroleum Product Suppliers,Pulp and Paper,Waste","Petroleum Product Suppliers,Refineries","Petroleum Product Suppliers,Refineries,Waste",Petroleum and Natural Gas Systems,"Petroleum and Natural Gas Systems,Power Plants","Petroleum and Natural Gas Systems,Suppliers of CO2",Power Plants,"Power Plants,Refineries","Power Plants,Suppliers of CO2","Power Plants,Waste",Pulp and Paper,"Pulp and Paper,Suppliers of CO2","Pulp and Paper,Suppliers of CO2,Waste","Pulp and Paper,Waste",Refineries,"Refineries,Waste",Unknown,Waste
Minerals,0.15376013619803375,-0.2862403207859448,-0.2498052945184309,-0.058221503690738356,-0.3315304672504845,0.3162613737350814,-0.4390524644233801,-0.48826487073621744,-0.04294884958667202,-0.4595334501981291,0.0790200571974506,-0.4507113565077487,-0.39230571037672113,0.33543811721112154,-0.14152155285606943,-0.41443194907815845,-0.22774409401111098,0.24407699218340384,-0.27013603750125736,-0.17877091454666708,-0.15572081941840532,-0.16762766438904944,0.13487985697572188,-0.29915373927906375,-0.4440391853041285,-0.15498545787818369,-0.2405314034686271,-0.24246365780119838,-0.12064319024378131,0.3139167729391131,0.29148233978137117,0.2741910836522831,-0.02735813475992222,0.3124968736853601,-0.44191998241406155,0.12540089094133777,0.26402984551597813,-0.471959587731563,0.9617248945136112,-0.4474306040302605,-0.47458395226931144,0.0843270419016054,1.0,-0.20237177652841157,0.32355802910970655,0.24695607689876103,0.502743676219845,0.052366527435990046,0.31598495092973355,0.29591028320094753,0.29138495123263053,-0.4705781659466308,0.2939590965026736,0.014895699681810409,0.39179023328851426,0.3010470412254107,0.1593013058641625,0.3205812227007502,-0.46803302916872774,-0.36567150853538766,-0.301384782143933,0.607503186587801,0.19486516695623948,0.7491227015669224,0.08413100953183272,0.11872949359787448,0.5416809058613863,-0.4726816219443888,-0.4363616961675712,-0.4130832384423397,0.6251776954832429,0.0692425405445437,-0.17384622144848796,-0.1393638012058981,0.2898291145623626,0.2226646412353086,0.12899871565796175,-0.03687076634028731
"Minerals,Waste",-0.21433957063232809,-0.43929549465777834,0.2524243801186426,0.29613917597249223,0.22675081414638534,0.09131482936254513,-0.4561901468730609,-0.3480534815574122,-0.00548881037755014,-0.448098323667801,-0.16740905470834863,-0.4549461557846831,-0.4673847398990526,-0.3636457051110789,-0.38228498588716325,-0.45576838501805766,-0.14853644266806615,0.05138536825259537,-0.4309865869345537,-0.3552278893643344,-0.3175276420184965,-0.3283221308818905,-0.14099222853605012,-0.4740486883102671,-0.44014942325755274,-0.18520442172634544,-0.12551265213098303,0.2688195721814642,0.29588762392669204,0.09447563696609719,0.08405726204108437,0.20758603103498474,0.898975747671617,0.08621368048191035,-0.4617401026709095,0.6870518778153143,0.18748418723108967,-0.44789461958136595,-0.12935640475630725,-0.4562193237771558,-0.4567292946369602,0.4024099270846072,-0.20237177652841157,0.9999999999999999,0.0971623278489022,0.24373694647426367,0.39250083547530257,-0.17160435741030644,0.09096083833099193,0.09668367006131878,0.34732555370793033,-0.4345481436802191,0.21467801976550496,-0.25917286444315163,0.07105809578170602,0.1427924914218581,0.9133966536052018,0.08528348738892194,-0.43780445971637455,-0.4578271206573843,0.6706424256287993,-0.20293959235120573,0.043790311818007445,-0.01935790431743398,-0.15513283475760753,0.6991578886519348,-0.24242001106633143,-0.43543337220273126,-0.4809627651923072,-0.4923299947767236,-0.006024705799914811,0.14973800806377066,0.9571106799467398,0.9073568596455958,0.0155383558696875,0.14875292508080354,0.15370322509937007,0.4989507906206643
"Natural Gas and Natural Gas Liquids Suppliers,Other",-0.1916976168336306,0.15096175301135206,-0.140649261945527,0.4068569609186798,-0.2584456297730277,0.9998722934839259,-0.3083397459062676,-0.3515804781532033,0.797850054182903,-0.4187803423010345,0.8449726239578775,-0.4012308134019653,-0.128593107379688,0.666252655238038,0.44050758778248766,-0.19250561171998973,0.5068201073979083,0.9881264803645875,0.20000638616655805,0.46260518304341297,0.559422647099932,0.4829810680325484,0.8735174830104928,0.0427526356203809,-0.2794333060528516,-0.2419821195521008,-0.3345989150863687,-0.13042261518633036,0.2203227331448262,0.9998890822921238,0.9841686669407348,0.9932033680859786,0.5222931098097234,0.999643652945458,-0.26904968302728294,0.7894083540584812,0.9881143797144822,-0.49356257457305064,0.5356262504682592,-0.4366506756068839,-0.4312750148525478,0.8889833373748208,0.32355802910970655,0.0971623278489022,0.9999999999999998,0.9862486636939545,0.8910204299801804,0.8104212819035506,0.9998601161745387,0.9936208307410546,-0.38779253002483494,-0.475469209691902,0.9928954452579439,0.7268861593380426,0.9965176692057813,0.996091937541626,0.3122222324577317,0.9998158664100103,-0.49033228570964277,-0.02270011806704751,-0.13980799395036786,0.8240924519650038,0.9721291908661255,-0.17419026983501626,0.857214487053015,0.7786293552370315,-0.3319707688372258,-0.48135927098031867,-0.36425681934744447,-0.3650591825803034,0.7957133871339505,0.6575808803545902,0.2876601229915925,-0.05522621633872107,0.9860923195061099,0.9890432178831331,-0.26473385212765443,-0.42776458655479654
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum Product Suppliers,Petroleum and Natural Gas Systems",-0.25590925281525273,0.1441445688211309,-0.11897352154823304,0.4200864876754101,-0.23171581229188376,0.9862980212940928,-0.30685124036182004,-0.330297645314786,0.8171267619291503,-0.41572960772378914,0.8296009219201843,-0.3993566356129355,-0.1316904882461035,0.6187014925393675,0.4274428467608208,-0.1922299139003778,0.5304164616858484,0.9780461839972725,0.1924202218946738,0.4528808546692043,0.5475400641835773,0.4769037194684703,0.8583993958384416,0.033483260656524544,-0.27523593014622255,-0.29793980753263843,-0.37891197303676794,-0.10809223052191456,0.23705916792758142,0.986272629102015,0.9639985897331466,0.9982267670339864,0.6422794534714474,0.9860149959277672,-0.26919089557265086,0.8698677846305729,0.9966684872044296,-0.4913346658184312,0.46896041615189465,-0.4351239781209542,-0.429984415505593,0.9419927752878423,0.24695607689876103,0.24373694647426367,0.9862486636939545,1.0,0.9124682661446897,0.7999243323161566,0.9862829466248795,0.9779540074072308,-0.3616272540196915,-0.4703797168901249,0.9971193020638318,0.709833982005425,0.976787848139871,0.9894617069895519,0.423601020364054,0.9853029388882691,-0.486015444611132,-0.026780092117689683,-0.058080819481748404,0.768692879190096,0.9670464891160516,-0.2109143053568276,0.8418270507983703,0.8619446983101432,-0.39300420620306853,-0.4765438784923477,-0.3673384931384382,-0.3706226216428027,0.7376629806896161,0.6403103814179574,0.41770202168308845,0.058368252844157184,0.9701961316029811,0.9922754093846197,-0.2700496332741178,-0.3661087220730691
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",-0.20510020654909494,-0.14325480645776245,-0.09119542687498021,0.3971528462424737,-0.21565872509795098,0.8861393556489288,-0.5439847848323364,-0.5499482675872767,0.5846566308250785,-0.6289950461203381,0.5946073712711526,-0.617382296549147,-0.398124949299877,0.42957752801323495,0.13491324751840642,-0.44915538626307583,0.25282436720153156,0.8389106253589462,-0.09874371939055504,0.15661544328465637,0.24880181262048615,0.18499477762001448,0.641503382193519,-0.24917701280100496,-0.5179680309310221,-0.3401728373961172,-0.4085262880229389,-0.07538626668114143,0.2377398318188683,0.886312452209151,0.8602113455280198,0.9121003263904613,0.7278490307268554,0.88287107981845,-0.5184472373767751,0.8970379077335503,0.8985075422042814,-0.6906592195884653,0.6853497153540987,-0.6427753200882707,-0.6488436727795186,0.8459235145947654,0.502743676219845,0.39250083547530257,0.8910204299801804,0.9124682661446897,1.0,0.5608909650627073,0.8859095626575363,0.8751044001012319,-0.002368601885442581,-0.6701885581747544,0.9213299942083827,0.441932724269526,0.90537865548744,0.8975966614102641,0.6575856414864913,0.8856281213857592,-0.6825883733353426,-0.3058210794424967,0.041226944452808015,0.7056219737644884,0.8081293755597454,0.16965392378262412,0.6091164232096034,0.8919397886677326,-0.22466767781958902,-0.6755212905203662,-0.5992248091482942,-0.6048703170136933,0.8064308722415389,0.5574635382145029,0.5227158810370938,0.26416017422009813,0.8364342026875407,0.8695715750361349,-0.0646314089583461,-0.09227576814483564
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants",-0.3995794039964111,0.7010934888739194,-0.35372852924826076,0.09839558225146147,-0.404751391985297,0.8193179760073213,0.3070540735563394,0.260762344257175,0.982678120620285,0.1922654165268447,0.9962416280417368,0.21108591588553363,0.4761037672757688,0.8316988142915267,0.8805281737407417,0.4184918065149631,0.9041952292247022,0.8879535327201185,0.7357061245241401,0.8930708894054736,0.9305536152619767,0.9040386212264061,0.9910063147720907,0.6173074739909806,0.33569943234222,-0.4116468449795562,-0.4926598315604608,-0.3601376139051669,-0.07167869651022979,0.8152288018352591,0.770234020277693,0.7925657951333177,0.21116482470006862,0.8255817745054441,0.34473442502122553,0.48592859208657774,0.8398112255751943,0.10857881278934899,0.24784570830268787,0.1728135948870979,0.17780147044117825,0.7669569517540465,0.052366527435990046,-0.17160435741030644,0.8104212819035506,0.7999243323161566,0.5608909650627073,1.0,0.8197628483254832,0.7942961344767593,-0.6644938094492646,0.12981651063783392,0.776121450422204,0.9845782619026048,0.7995325397690124,0.8001581118193996,-0.08331515868444711,0.8208732204696416,0.1129571691997599,0.5665715010550559,-0.42840907870466066,0.7227322807989685,0.9189237458695022,-0.4102048014445987,0.9929629967443651,0.47930345530855445,-0.4803386018282481,0.12304450367895295,0.24850066121027872,0.24317880171425113,0.4233782297913127,0.3808432861457153,-0.03000259971899653,-0.4407584499727785,0.8916426762143568,0.8558675990466943,-0.5386125641796449,-0.6506664451316521
"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2",-0.19792448097888982,0.16685559306669656,-0.1458701508309095,0.4016887042717731,-0.2623883587192533,0.9999996982992553,-0.29303124115923196,-0.336436652023758,0.8070577972480201,-0.4041572252575469,0.8533201424778682,-0.38646526804870274,-0.11269062635426896,0.674587588015309,0.4548549734477703,-0.17673306314601092,0.520422105535129,0.990352163202465,0.21573480875474332,0.4766755446893537,0.5721584646286981,0.49696662152863846,0.8811645876844525,0.05880398947750103,-0.2639812162244816,-0.2481738361312196,-0.3415242190619348,-0.1360403244860731,0.21473276915698292,0.9998762978468771,0.982917339856113,0.9927938662925034,0.5170311569223075,0.9999475185275533,-0.25365734699756093,0.7854954971344041,0.989153913708153,-0.4795996161834407,0.5287098894391536,-0.42212432247124504,-0.41675945763036737,0.8909248701844514,0.31598495092973355,0.09096083833099193,0.9998601161745387,0.9862829466248795,0.8859095626575363,0.8197628483254832,1.0000000000000002,0.9929359031704469,-0.39811611760019755,-0.4612839131234032,0.992069856873206,0.7376294140536575,0.9958902009726233,0.9955674530072598,0.30292687415566033,0.9999455060925792,-0.47626907215968134,-0.0066979219407977495,-0.14938346796660437,0.8255238230253409,0.9755528842683688,-0.18396832400987054,0.8651628181333412,0.7747902407016392,-0.337104289657364,-0.4672432346936982,-0.3492872097060751,-0.3500360267447103,0.7878122204750507,0.6518730556147018,0.28062345884729634,-0.06564824829632813,0.988402556169342,0.9903905038652147,-0.2738388445648744,-0.43583455109789443
"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",-0.1841626650389982,0.13125603455202697,-0.14127471979730127,0.40425445336578886,-0.2594403354808735,0.9929614947687729,-0.32106722487608014,-0.36721129489774146,0.7850095213372172,-0.4307243943862509,0.8355459265986532,-0.41338567683212624,-0.14251059558791976,0.6390777533746916,0.4228713641992202,-0.20613265968450184,0.4899634542619603,0.9823821933014962,0.18134462353128272,0.4493122181732446,0.5575547141243532,0.46720722283868465,0.8603557588258829,0.024971983303831574,-0.29183230370107666,-0.17532604507690555,-0.24664729974970534,-0.13019540465330753,0.217961741228395,0.9946225600180939,0.9976050919508365,0.9877961202172088,0.5168735726565262,0.9925333228114489,-0.2780487568941514,0.7821532486974178,0.9765258317702636,-0.5017769119334368,0.5083259392792455,-0.4500547034635814,-0.44023906567220983,0.867420263289948,0.29591028320094753,0.09668367006131878,0.9936208307410546,0.9779540074072308,0.8751044001012319,0.7942961344767593,0.9929359031704469,1.0,-0.4069712310017252,-0.4865900680208889,0.9858602768399317,0.7165627430580158,0.9890445453947647,0.9973746152336584,0.3025908542378344,0.9933993323283102,-0.5012798481029567,-0.03698081124593418,-0.06017845097300208,0.8000789104134476,0.9667152865112094,-0.1967296687837704,0.8503963148859435,0.7704363606918458,-0.3564784390878969,-0.4917783385229044,-0.3745448223320328,-0.37763205095485414,0.8204614468560657,0.7367665658931011,0.3099070504234407,-0.0378611698595706,0.9787174010158777,0.9857794791475285,-0.2727062283843075,-0.44098642016666695
Other,0.08401355031265147,-0.6511669676182005,0.09015892342668523,-0.11684135610667344,0.08967148551494894,-0.3976541806461166,-0.45881470013080217,-0.4060425003495414,-0.6403211349842866,-0.3850860166783859,-0.6666379412194111,-0.4014677990935379,-0.5550556008857147,-0.6268835800357616,-0.7281380751155876,-0.5228382707328608,-0.6852835826214072,-0.4797282449279185,-0.6690999490193731,-0.7251388581738859,-0.7502044502805711,-0.7204281705429623,-0.6403960462702483,-0.6351352348384415,-0.47537022494341585,-0.07374838429286554,-0.025325933303829894,0.10168297151371451,-0.03273791256300089,-0.39751684668728565,-0.4082670380664,-0.3626373395706713,0.11946216970283843,-0.40410307684905344,-0.4930968925251983,-0.06519241631009948,-0.3911640306414009,-0.3436426273435668,0.19054697480807037,-0.37244692790967154,-0.3981603628098332,-0.3490136122342286,0.29138495123263053,0.34732555370793033,-0.38779253002483494,-0.3616272540196915,-0.002368601885442581,-0.6644938094492646,-0.39811611760019755,-0.4069712310017252,0.9999999999999999,-0.3457380173036545,-0.34027627088297513,-0.7323366296202689,-0.35199627390432137,-0.3870012423705467,0.4910620985612086,-0.3984615088782746,-0.3373471008493171,-0.6001437921800983,0.24476535375373715,-0.40031223324481224,-0.5194395200724673,0.7670406110825432,-0.6652983799023289,-0.05604251127378727,0.2582599904260496,-0.3427673083280709,-0.4447545667396989,-0.4577315817709398,-0.0911076408670362,-0.31515125302658037,0.20628629519090602,0.5570605882427073,-0.48239955528650336,-0.44179519702075765,0.4235647685769815,0.9294203256360987
"Other,Petroleum Product Suppliers,Power Plants,Refineries",-0.2693929282037937,0.797295828219559,-0.29418514791675027,-0.5416749876628725,-0.17166282031449642,-0.46197285892284234,0.9833780462913683,0.9849754052067395,0.12345334632703238,0.9979623412514413,0.06693806671240472,0.9963834387804894,0.9333331189800085,0.11627187315498144,0.5764550273736887,0.9546904697270183,0.49779307644629756,-0.33868242854934943,0.766438118743848,0.559334168177026,0.4536890763768497,0.5404285057247491,0.009493382197538933,0.8542644566762634,0.9773376159357855,-0.19297199397648282,-0.15524701714923916,-0.3211172959851697,-0.4815420414987781,-0.4678760448177958,-0.5052656300709648,-0.49210691453597866,-0.5779065253725933,-0.4521756842969762,0.9742703887792477,-0.6143480464504832,-0.41378300939999924,0.9993371206380914,-0.5355456849652139,0.9986414680795798,0.9979045616187044,-0.36101828083147774,-0.4705781659466308,-0.4345481436802191,-0.475469209691902,-0.4703797168901249,-0.6701885581747544,0.12981651063783392,-0.4612839131234032,-0.4865900680208889,-0.3457380173036545,0.9999999999999998,-0.5165712999284874,0.24867594074824362,-0.48545358146042267,-0.48355963378775507,-0.664458831281972,-0.4593479897874097,0.9998041127112649,0.8900990210420783,-0.40076089111899926,-0.31376092160479035,-0.26522173510965075,-0.32040032722377054,0.04162919321117262,-0.6064256003014303,-0.16762717313804265,0.9999584382694257,0.9903624336196,0.9826052398604349,-0.7018715474068538,-0.5267879518824428,-0.5392018088125964,-0.5755098952910599,-0.3299297936178538,-0.3891643600120321,-0.3593443457152059,-0.2594768146062338
"Other,Petroleum and Natural Gas Systems",-0.21394039253730504,0.09795298331714172,-0.10710683592765746,0.43520830247848596,-0.22559518300734005,0.9921223584244406,-0.35503182035554387,-0.3843497632950592,0.7835441717402809,-0.46250482515416047,0.8100749416940825,-0.4460828346739981,-0.179938426637801,0.612261369741686,0.38857353765179076,-0.24126486376576856,0.4815343520149717,0.9759542377561605,0.14698927377964296,0.4132208111473281,0.5119857144941264,0.43656130753370664,0.8413782425876559,-0.012425750557537562,-0.3247563137145528,-0.2630666003598608,-0.3481113253358777,-0.09521029371900437,0.2522142672582624,0.9924182707477898,0.9746456391161997,0.9994063235486451,0.6199996318963085,0.991313651032044,-0.3173408760595466,0.8567992120637887,0.9924524161411314,-0.5360898907430177,0.5107957013281118,-0.4809393061934132,-0.4759185681755736,0.9217010802908135,0.2939590965026736,0.21467801976550496,0.9928954452579439,0.9971193020638318,0.9213299942083827,0.776121450422204,0.992069856873206,0.9858602768399317,-0.34027627088297513,-0.5165712999284874,1.0,0.6835454981668251,0.9863618150001363,0.9941052712414963,0.4150586405246145,0.9913179425234986,-0.5315612457899965,-0.07489322716371687,-0.061750743748735376,0.7855471233537896,0.9594521525577518,-0.1734405512940602,0.8233842598671907,0.8477249933538915,-0.35358314474083136,-0.5224989321623095,-0.41299067393423067,-0.41499890551061774,0.7779264495575412,0.6582980545283775,0.39516357862878615,0.05227358042311444,0.9697633942133972,0.9883246615620795,-0.2407778100666544,-0.36174136385800587
"Other,Power Plants",-0.38503749921680097,0.7778656648887373,-0.43184199432045917,-0.01909584738526001,-0.4670440840996779,0.7371138671345998,0.4201230730332318,0.36902922628599905,0.960599321873188,0.3090069651785558,0.9784376288422962,0.32909648636381045,0.5782607573684413,0.8705340922906829,0.9332963500498969,0.5248141172889582,0.9307392013592239,0.8195246391355951,0.8086212147094326,0.9364260124370699,0.9654149821445392,0.9438668570402062,0.9679079710219936,0.712742862916674,0.44685001301652183,-0.36531322715382886,-0.43931472610867206,-0.44069382607838103,-0.18043634738741945,0.7331960869189402,0.6953366821868002,0.7034026106440249,0.09886741162333042,0.744379809231513,0.4579303073768385,0.369727347657435,0.756956394272025,0.230823598358596,0.18167572710678107,0.2913141522489085,0.2969469170638464,0.6733970575916439,0.014895699681810409,-0.25917286444315163,0.7268861593380426,0.709833982005425,0.441932724269526,0.9845782619026048,0.7376294140536575,0.7165627430580158,-0.7323366296202689,0.24867594074824362,0.6835454981668251,1.0000000000000004,0.7145474169484443,0.7188089879704339,-0.20480093926827497,0.7392681245856276,0.23333100044742036,0.6599513758806203,-0.44898019881456147,0.7068636013830512,0.8583501966396194,-0.46452446431388256,0.973813556624506,0.3631734266847207,-0.41688785090881403,0.24227034200339648,0.37042479888288415,0.37207469812223587,0.34556389988316494,0.34577774603993305,-0.11925122852033028,-0.5213787510391252,0.8287856465758194,0.7798152813513949,-0.6275907091113759,-0.7108531842861084
"Other,Suppliers of CO2",-0.18394929933853352,0.1383864217943358,-0.16277031762385535,0.38413194806496237,-0.2826088218069093,0.9959121179372332,-0.31990360190723766,-0.3664391650898903,0.7799821479333959,-0.42904376363746,0.8346218270059759,-0.41172926442314006,-0.14092913666959664,0.6669889307402977,0.427814868388946,-0.2050622366244063,0.48643093109653357,0.9811167407258823,0.18714374420785693,0.4488216130247373,0.54454395932831,0.4687437718448348,0.8647019404447734,0.03039227146052894,-0.29209716640698513,-0.2523825113214923,-0.34555985856150373,-0.15274381677000873,0.19770657695048538,0.9957732090958237,0.9795810722269672,0.9856452575643461,0.49849097495152084,0.9955627697386299,-0.2815013616425121,0.7719746315482647,0.980771215753675,-0.5032961294210292,0.5976224664103853,-0.4461517505032594,-0.4427186618438947,0.8674497890517504,0.39179023328851426,0.07105809578170602,0.9965176692057813,0.976787848139871,0.90537865548744,0.7995325397690124,0.9958902009726233,0.9890445453947647,-0.35199627390432137,-0.48545358146042267,0.9863618150001363,0.7145474169484443,0.9999999999999997,0.9916984489388236,0.31089439954910647,0.9964850379610211,-0.5000557746233939,-0.03563427286342513,-0.1616527035250035,0.8389611835899281,0.9629011230063401,-0.09911027339874404,0.846635693946662,0.761006693541673,-0.3046159223262168,-0.49126559398742997,-0.3753873231898872,-0.37725729284779386,0.8260519067138933,0.6470198561059578,0.25992113592460137,-0.0744309242713192,0.9822437979978332,0.9795741550341444,-0.24433930481976857,-0.4209741774597115
"Other,Suppliers of CO2,Waste",-0.20814955397819224,0.1364917828896768,-0.15072787091184817,0.39652317568256423,-0.26797421712096436,0.9955895966516648,-0.3178073619772849,-0.3569939873348345,0.798719179844173,-0.42780950434435067,0.8377992366049796,-0.4105692432374237,-0.13949169676595033,0.6421623227715934,0.4273954216733013,-0.20242073837149563,0.5051401706116917,0.9855564809782437,0.18621543977691565,0.45260487480826045,0.5565198482258573,0.47274408974222487,0.8647596732673162,0.028887532676044277,-0.287737900610881,-0.22134605666765259,-0.29692303551050214,-0.13967162263752914,0.20959034607605767,0.9966490626466395,0.9909007189349953,0.9956599762922153,0.5583588968828554,0.9952132270898224,-0.2764980755942073,0.8135146824962584,0.9882612565563826,-0.500729901748775,0.5149768680307176,-0.4470298305041427,-0.4394858796923171,0.8927800747288182,0.3010470412254107,0.1427924914218581,0.996091937541626,0.9894617069895519,0.8975966614102641,0.8001581118193996,0.9955674530072598,0.9973746152336584,-0.3870012423705467,-0.48355963378775507,0.9941052712414963,0.7188089879704339,0.9916984489388236,0.9999999999999999,0.3466864169973088,0.9957286487205511,-0.4985635347670721,-0.033737937493888905,-0.06397732221852795,0.8024678935847526,0.9712551969256464,-0.18409838131743123,0.851818220788013,0.8030633117650781,-0.3591092294736429,-0.48912325523516814,-0.37364880630343217,-0.3763894965950538,0.8050040887262037,0.705932629167887,0.3435301268635215,-0.009121976368013908,0.9817304810890722,0.9922098822528987,-0.27819011452055803,-0.41863702427172433
"Other,Waste",-0.17678873990039126,-0.5438323193095843,0.15571832145014006,0.32247903300417263,0.08757047073633932,0.3033930745476477,-0.6604856041601567,-0.5779014178053018,0.0420798347033085,-0.6683418441149861,-0.06538645951509142,-0.6724422350721901,-0.6368995622931125,-0.23969695997459275,-0.41286680105768897,-0.6405238106744839,-0.20171125506747437,0.23366228630978395,-0.5251241339455579,-0.38676416984725787,-0.32915647646295265,-0.356429655180924,-0.020953141361804616,-0.6025802984339471,-0.6442302980223318,-0.25107671436857254,-0.2265015939780784,0.17650843359326754,0.28198704246082384,0.3059414865394806,0.2895463677488157,0.4003539901647344,0.9175942460524878,0.29675164271481674,-0.6628727726741092,0.793699103083899,0.3716690989363623,-0.679945848518709,0.24843230616416825,-0.675439704589889,-0.6846730716796896,0.49970804261558727,0.1593013058641625,0.9133966536052018,0.3122222324577317,0.423601020364054,0.6575856414864913,-0.08331515868444711,0.30292687415566033,0.3025908542378344,0.4910620985612086,-0.664458831281972,0.4150586405246145,-0.20480093926827497,0.31089439954910647,0.3466864169973088,1.0,0.2990514008037485,-0.6688915446989196,-0.6065170200767616,0.5441774552545897,0.045119121786038094,0.2042698027258937,0.2652186248657052,-0.05023508604348091,0.8018167346704611,-0.15599036679913542,-0.6662340547764559,-0.6930519368988549,-0.7045826402176998,0.3073952388837838,0.25094058898766836,0.9029941481139876,0.8629826054357773,0.20916873401414496,0.3214278574469858,0.1940389243332311,0.5305338260168252
"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",-0.19820225680036993,0.16897236509597005,-0.15005397961390216,0.3977525907544428,-0.26657215433655235,0.9999435023794464,-0.2909143021959561,-0.3350782702429433,0.8073384700617746,-0.40212274046184643,0.8546636745106155,-0.38441879296782755,-0.11040597920393817,0.6759565393783448,0.4568430246439773,-0.1745622079821528,0.5212092104646292,0.9905985930895861,0.21787193323894066,0.4787600084889909,0.5745121538271675,0.4988067380533053,0.8822506761571948,0.061011487139514674,-0.2619259351157045,-0.24696472545679676,-0.3393862346555756,-0.140309848852037,0.21055940030918224,0.9998627463076304,0.9836692364293507,0.9921401835485971,0.5120506924052007,0.9999168168166205,-0.25135152239295405,0.7819636280697685,0.9885362509548217,-0.4775197078484777,0.5329448029068788,-0.42013082114056727,-0.41470969659647006,0.8879813730078738,0.3205812227007502,0.08528348738892194,0.9998158664100103,0.9853029388882691,0.8856281213857592,0.8208732204696416,0.9999455060925792,0.9933993323283102,-0.3984615088782746,-0.4593479897874097,0.9913179425234986,0.7392681245856276,0.9964850379610211,0.9957286487205511,0.2990514008037485,0.9999999999999999,-0.4743378191353998,-0.004390887601669095,-0.15039374559539836,0.8268968095261504,0.9758701979725222,-0.17929123890689133,0.8665303246582426,0.7711753704796507,-0.33714965256707824,-0.46527664424760107,-0.34710053751130904,-0.3481245590781855,0.7914823480063382,0.6544345893107385,0.2761464955869122,-0.07056622658344891,0.9889544474067132,0.9901686628540923,-0.274543792110337,-0.43877468709844586
